"","variable","gene","value","Scan Name","Target","Sample_ID","Group"
"230","DSP1001660035014AA11.dcc","SOX17",6.01075741512968,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A11","GB"
"237","DSP1001660035014AA12.dcc","DCDC2",8.42484454382234,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"238","DSP1001660035014AA12.dcc","PKHD1",8.91283917456929,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"239","DSP1001660035014AA12.dcc","HES4",5.25554140318278,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"240","DSP1001660035014AA12.dcc","BICC1",7.41582106809155,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"241","DSP1001660035014AA12.dcc","JAG1",7.79850438659631,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"242","DSP1001660035014AA12.dcc","SOX4",8.29849567394571,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"243","DSP1001660035014AA12.dcc","TACSTD2",8.32466620462466,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"244","DSP1001660035014AA12.dcc","HES1",7.68186957443146,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","IHD"
"245","DSP1001660035014AA12.dcc","TFF2",6.18549998468356,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","CBD"
"246","DSP1001660035014AA12.dcc","TFF3",6.66673570338031,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","CBD"
"247","DSP1001660035014AA12.dcc","TFF1",5.45826655308278,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","CBD"
"248","DSP1001660035014AA12.dcc","AQP5",6.18549998468356,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","CBD"
"249","DSP1001660035014AA12.dcc","FGF19",4.3861806767411,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","GB"
"250","DSP1001660035014AA12.dcc","SLC15A1",7.14916140973965,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","GB"
"251","DSP1001660035014AA12.dcc","MUC13",6.89346831153587,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","GB"
"252","DSP1001660035014AA12.dcc","SLC13A1",5.25554140318278,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","GB"
"253","DSP1001660035014AA12.dcc","SOX17",5.79418946474296,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","A12","GB"
"260","DSP1001660035014AB01.dcc","DCDC2",8.70859236107651,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"261","DSP1001660035014AB01.dcc","PKHD1",8.98954865429029,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"262","DSP1001660035014AB01.dcc","HES4",7.02133790078665,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"263","DSP1001660035014AB01.dcc","BICC1",7.56100469973131,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"264","DSP1001660035014AB01.dcc","JAG1",7.71801378667129,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"265","DSP1001660035014AB01.dcc","SOX4",8.67614261978888,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"266","DSP1001660035014AB01.dcc","TACSTD2",8.24601701455659,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"267","DSP1001660035014AB01.dcc","HES1",7.33023016080554,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","IHD"
"268","DSP1001660035014AB01.dcc","TFF2",5.94653645980673,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","CBD"
"269","DSP1001660035014AB01.dcc","TFF3",6.32699354416282,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","CBD"
"270","DSP1001660035014AB01.dcc","TFF1",5.79359572638525,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","CBD"
"271","DSP1001660035014AB01.dcc","AQP5",5.94653645980673,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","CBD"
"272","DSP1001660035014AB01.dcc","FGF19",5.94653645980673,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","GB"
"273","DSP1001660035014AB01.dcc","SLC15A1",6.8379325414493,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","GB"
"274","DSP1001660035014AB01.dcc","MUC13",6.27015077250918,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","GB"
"275","DSP1001660035014AB01.dcc","SLC13A1",4.93807568072742,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","GB"
"276","DSP1001660035014AB01.dcc","SOX17",6.27015077250918,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B01","GB"
"283","DSP1001660035014AB02.dcc","DCDC2",8.56493026436879,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"284","DSP1001660035014AB02.dcc","PKHD1",8.93737655317852,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"285","DSP1001660035014AB02.dcc","HES4",7.28181722036655,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"286","DSP1001660035014AB02.dcc","BICC1",8.14814200232338,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"287","DSP1001660035014AB02.dcc","JAG1",7.87103158347817,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"288","DSP1001660035014AB02.dcc","SOX4",8.71430817643001,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"289","DSP1001660035014AB02.dcc","TACSTD2",7.87103158347817,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"290","DSP1001660035014AB02.dcc","HES1",7.68080850019202,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","IHD"
"291","DSP1001660035014AB02.dcc","TFF2",6.3442747849642,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","CBD"
"292","DSP1001660035014AB02.dcc","TFF3",6.18955064503453,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","CBD"
"293","DSP1001660035014AB02.dcc","TFF1",5.16205413035281,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","CBD"
"294","DSP1001660035014AB02.dcc","AQP5",5.70955170635118,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","CBD"
"295","DSP1001660035014AB02.dcc","FGF19",5.92105870128326,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","GB"
"296","DSP1001660035014AB02.dcc","SLC15A1",7.42742322673368,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","GB"
"297","DSP1001660035014AB02.dcc","MUC13",6.72842146688725,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","GB"
"298","DSP1001660035014AB02.dcc","SLC13A1",5.70955170635118,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","GB"
"299","DSP1001660035014AB02.dcc","SOX17",5.46162021950789,"715 TL right 31","atop(atop(textstyle('PCO'),textstyle(italic('in vivo'))))","B02","GB"
"306","DSP1001660035014AB03.dcc","DCDC2",8.71911877774014,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"307","DSP1001660035014AB03.dcc","PKHD1",8.71911877774014,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"308","DSP1001660035014AB03.dcc","HES4",6.76689877916621,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"309","DSP1001660035014AB03.dcc","BICC1",7.86981092844159,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"310","DSP1001660035014AB03.dcc","JAG1",7.13087668390799,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"311","DSP1001660035014AB03.dcc","SOX4",7.28337219184751,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"312","DSP1001660035014AB03.dcc","TACSTD2",8.13333707741119,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"313","DSP1001660035014AB03.dcc","HES1",6.96033592790669,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","IHD"
"314","DSP1001660035014AB03.dcc","TFF2",6.27893439919245,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","CBD"
"315","DSP1001660035014AB03.dcc","TFF3",7.13087668390799,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","CBD"
"316","DSP1001660035014AB03.dcc","TFF1",4.94361042865788,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","CBD"
"317","DSP1001660035014AB03.dcc","AQP5",6.27893439919245,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","CBD"
"318","DSP1001660035014AB03.dcc","FGF19",4.94361042865788,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","GB"
"319","DSP1001660035014AB03.dcc","SLC15A1",5.9547822783915,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","GB"
"320","DSP1001660035014AB03.dcc","MUC13",7.77006445651221,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","GB"
"321","DSP1001660035014AB03.dcc","SLC13A1",4.94361042865788,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","GB"
"322","DSP1001660035014AB03.dcc","SOX17",5.9547822783915,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B03","GB"
"329","DSP1001660035014AB05.dcc","DCDC2",7.72373014746445,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"330","DSP1001660035014AB05.dcc","PKHD1",8.52877657284024,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"331","DSP1001660035014AB05.dcc","HES4",6.59267083183632,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"332","DSP1001660035014AB05.dcc","BICC1",7.07472571162281,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"333","DSP1001660035014AB05.dcc","JAG1",7.39496487279197,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"334","DSP1001660035014AB05.dcc","SOX4",7.51307561076325,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"335","DSP1001660035014AB05.dcc","TACSTD2",8.19353513290583,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"336","DSP1001660035014AB05.dcc","HES1",7.07472571162281,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","IHD"
"337","DSP1001660035014AB05.dcc","TFF2",6.08314084890572,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","CBD"
"338","DSP1001660035014AB05.dcc","TFF3",7.35334349783532,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","CBD"
"339","DSP1001660035014AB05.dcc","TFF1",6.18155733612724,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","CBD"
"340","DSP1001660035014AB05.dcc","AQP5",5.28831730828832,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","CBD"
"341","DSP1001660035014AB05.dcc","FGF19",5.73978701544544,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","GB"
"342","DSP1001660035014AB05.dcc","SLC15A1",7.31048559528019,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","GB"
"343","DSP1001660035014AB05.dcc","MUC13",8.16975316070298,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","GB"
"344","DSP1001660035014AB05.dcc","SLC13A1",5.86354260080939,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","GB"
"345","DSP1001660035014AB05.dcc","SOX17",5.28831730828832,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B05","GB"
"352","DSP1001660035014AB07.dcc","DCDC2",7.10003267241824,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"353","DSP1001660035014AB07.dcc","PKHD1",8.38708235489208,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"354","DSP1001660035014AB07.dcc","HES4",6.19501300281508,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"355","DSP1001660035014AB07.dcc","BICC1",6.59259496188506,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"356","DSP1001660035014AB07.dcc","JAG1",7.65189275671437,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"357","DSP1001660035014AB07.dcc","SOX4",7.3258570554662,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"358","DSP1001660035014AB07.dcc","TACSTD2",7.95192374559086,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"359","DSP1001660035014AB07.dcc","HES1",6.67695536967409,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","IHD"
"360","DSP1001660035014AB07.dcc","TFF2",5.94579254266923,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","CBD"
"361","DSP1001660035014AB07.dcc","TFF3",7.03758599511723,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","CBD"
"362","DSP1001660035014AB07.dcc","TFF1",6.4074567056116,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","CBD"
"363","DSP1001660035014AB07.dcc","AQP5",6.07577758874175,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","CBD"
"364","DSP1001660035014AB07.dcc","FGF19",5.64434048266619,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","GB"
"365","DSP1001660035014AB07.dcc","SLC15A1",7.3258570554662,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","GB"
"366","DSP1001660035014AB07.dcc","MUC13",7.80969375311584,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","GB"
"367","DSP1001660035014AB07.dcc","SLC13A1",4.38949886111978,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","GB"
"368","DSP1001660035014AB07.dcc","SOX17",5.46614523640371,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B07","GB"
"375","DSP1001660035014AB09.dcc","DCDC2",7.7801018611604,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"376","DSP1001660035014AB09.dcc","PKHD1",8.88899836398802,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"377","DSP1001660035014AB09.dcc","HES4",6.75722464560385,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"378","DSP1001660035014AB09.dcc","BICC1",6.83765244037086,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"379","DSP1001660035014AB09.dcc","JAG1",6.91383229585264,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"380","DSP1001660035014AB09.dcc","SOX4",7.05509228386809,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"381","DSP1001660035014AB09.dcc","TACSTD2",6.48493680204482,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"382","DSP1001660035014AB09.dcc","HES1",6.91383229585264,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","IHD"
"383","DSP1001660035014AB09.dcc","TFF2",5.52846730106693,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","CBD"
"384","DSP1001660035014AB09.dcc","TFF3",7.30186052745784,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","CBD"
"385","DSP1001660035014AB09.dcc","TFF1",5.87185245890542,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","CBD"
"386","DSP1001660035014AB09.dcc","AQP5",5.32029798169669,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","CBD"
"387","DSP1001660035014AB09.dcc","FGF19",5.07694324872366,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","GB"
"388","DSP1001660035014AB09.dcc","SLC15A1",6.58152320454464,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","GB"
"389","DSP1001660035014AB09.dcc","MUC13",7.56070774588323,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","GB"
"390","DSP1001660035014AB09.dcc","SLC13A1",6.26989128823754,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","GB"
"391","DSP1001660035014AB09.dcc","SOX17",5.32029798169669,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B09","GB"
"398","DSP1001660035014AB11.dcc","DCDC2",8.53969897289831,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"399","DSP1001660035014AB11.dcc","PKHD1",8.66301668537515,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"400","DSP1001660035014AB11.dcc","HES4",6.34987028429161,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"401","DSP1001660035014AB11.dcc","BICC1",7.62785813953111,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"402","DSP1001660035014AB11.dcc","JAG1",6.94339658236408,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"403","DSP1001660035014AB11.dcc","SOX4",7.68717680086248,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"404","DSP1001660035014AB11.dcc","TACSTD2",7.90270751856098,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"405","DSP1001660035014AB11.dcc","HES1",7.36269699252707,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","IHD"
"406","DSP1001660035014AB11.dcc","TFF2",5.82421128736583,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","CBD"
"407","DSP1001660035014AB11.dcc","TFF3",6.7343161005235,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","CBD"
"408","DSP1001660035014AB11.dcc","TFF1",6.02148581538076,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","CBD"
"409","DSP1001660035014AB11.dcc","AQP5",5.32386959446681,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","CBD"
"410","DSP1001660035014AB11.dcc","FGF19",4.98876329474707,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","GB"
"411","DSP1001660035014AB11.dcc","SLC15A1",7.43369428073081,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","GB"
"412","DSP1001660035014AB11.dcc","MUC13",7.36269699252707,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","GB"
"413","DSP1001660035014AB11.dcc","SLC13A1",5.32386959446681,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","GB"
"414","DSP1001660035014AB11.dcc","SOX17",6.02148581538076,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","B11","GB"
"421","DSP1001660035014AC01.dcc","DCDC2",7.1102189739259,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"422","DSP1001660035014AC01.dcc","PKHD1",8.28740323448061,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"423","DSP1001660035014AC01.dcc","HES4",6.44138466968995,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"424","DSP1001660035014AC01.dcc","BICC1",7.1102189739259,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"425","DSP1001660035014AC01.dcc","JAG1",6.99899603094807,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"426","DSP1001660035014AC01.dcc","SOX4",7.4001610205468,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"427","DSP1001660035014AC01.dcc","TACSTD2",7.97111632163694,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"428","DSP1001660035014AC01.dcc","HES1",6.602250117474,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","IHD"
"429","DSP1001660035014AC01.dcc","TFF2",6.44138466968995,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","CBD"
"430","DSP1001660035014AC01.dcc","TFF3",7.84814233941422,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","CBD"
"431","DSP1001660035014AC01.dcc","TFF1",6.05318940993583,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","CBD"
"432","DSP1001660035014AC01.dcc","AQP5",5.15582661598356,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","CBD"
"433","DSP1001660035014AC01.dcc","FGF19",6.44138466968995,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","GB"
"434","DSP1001660035014AC01.dcc","SLC15A1",6.44138466968995,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","GB"
"435","DSP1001660035014AC01.dcc","MUC13",8.13791005665479,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","GB"
"436","DSP1001660035014AC01.dcc","SLC13A1",5.52045805568599,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","GB"
"437","DSP1001660035014AC01.dcc","SOX17",5.52045805568599,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C01","GB"
"444","DSP1001660035014AC03.dcc","DCDC2",7.05276897183028,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"445","DSP1001660035014AC03.dcc","PKHD1",8.35513776058269,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"446","DSP1001660035014AC03.dcc","HES4",6.52684368951113,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"447","DSP1001660035014AC03.dcc","BICC1",6.64848425442618,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"448","DSP1001660035014AC03.dcc","JAG1",7.29557495382412,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"449","DSP1001660035014AC03.dcc","SOX4",7.53523772006125,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"450","DSP1001660035014AC03.dcc","TACSTD2",7.29557495382412,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"451","DSP1001660035014AC03.dcc","HES1",6.64848425442618,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","IHD"
"452","DSP1001660035014AC03.dcc","TFF2",6.16852219455525,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","CBD"
"453","DSP1001660035014AC03.dcc","TFF3",6.46194783107588,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","CBD"
"454","DSP1001660035014AC03.dcc","TFF1",5.90116453576759,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","CBD"
"455","DSP1001660035014AC03.dcc","AQP5",5.30315399671738,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","CBD"
"456","DSP1001660035014AC03.dcc","FGF19",5.44422779579043,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","GB"
"457","DSP1001660035014AC03.dcc","SLC15A1",6.70566287491479,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","GB"
"458","DSP1001660035014AC03.dcc","MUC13",7.82052449427748,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","GB"
"459","DSP1001660035014AC03.dcc","SLC13A1",4.97136184113297,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","GB"
