,logFC,AveExpr,t,P.Value,adj.P.Val,B
HMGB1,-0.13514746,10.92695659,-1.318999412,0.195142031,0.790586298,-5.602037682
CD2,-0.132628014,11.01524407,-1.314358656,0.196683096,0.790586298,-5.625671092
RPS6,-0.108065085,11.33726433,-1.312506781,0.197300633,0.790586298,-5.667021137
MBD3L2,-0.233848891,8.740538823,-1.31109263,0.197773198,0.790586298,-5.127253415
NBPF12,0.420947137,9.212164603,1.306781258,0.199219238,0.790586298,-5.244836875
RPL29,-0.173285008,10.34964785,-1.302182769,0.200770421,0.790586298,-5.522506763
CFLAR,-0.248040618,8.683596528,-1.301754561,0.200915331,0.790586298,-5.129158562
TAF7,0.31526425,8.319048387,1.301379175,0.201042431,0.790586298,-5.062575308
ARHGDIB,-0.17756348,11.09395244,-1.297651532,0.202307869,0.790586298,-5.652810016
RPL39,-0.197532888,9.400490085,-1.2972182,0.202455365,0.790586298,-5.317076272
RACK1,-0.162696617,9.757303838,-1.296740187,0.202618163,0.790586298,-5.40086643
ARL8A,0.307096233,8.742532379,1.296655954,0.202646861,0.790586298,-5.149450443
SFI1,0.308444698,8.373965145,1.295794816,0.202940424,0.790586298,-5.054034762
FRG1,0.229584495,8.506067687,1.294365132,0.203428516,0.790586298,-5.115502745
RANBP2,-0.213866406,9.098018347,-1.293957353,0.203567894,0.790586298,-5.255770606
DENND4B,0.266498685,8.260160505,1.293543247,0.203709509,0.790586298,-5.081863732
MARCKS,-0.215838967,10.66497752,-1.291657432,0.204355357,0.790586298,-5.608023194
KLRK1,-0.289877948,8.578080655,-1.289471012,0.205106093,0.790586298,-5.158501088
H3C11,-0.225807961,8.996409842,-1.288632843,0.205394442,0.790586298,-5.251618002
SERPINF1,-0.358351508,8.829472443,-1.279040425,0.2087163,0.796029371,-5.201396117
ZNF787,0.270218801,8.226684295,1.276202746,0.209706712,0.796029371,-5.086679559
GNB2,-0.296439502,8.666373794,-1.273857619,0.21052788,0.796029371,-5.194345029
ATAD3A,-0.23341377,8.346397586,-1.272700888,0.210933811,0.796029371,-5.119063966
RAB1B,-0.216223488,9.490466525,-1.272190691,0.21111304,0.796029371,-5.368976047
MSL1,-0.240133623,8.560414044,-1.270463529,0.211720635,0.796029371,-5.136309885
KLRC2,-0.223871579,8.763594554,-1.270146781,0.211832206,0.796029371,-5.215143421
KRTAP5-8,0.252843293,9.149431268,1.268332503,0.212472115,0.796029371,-5.306800901
PPP1R14B,0.221666523,9.389021561,1.26710382,0.212906305,0.796029371,-5.347497979
PLP2,0.260765416,8.761588624,1.266952816,0.212959712,0.796029371,-5.169690962
TRIM51,-0.258658002,8.653145427,-1.26430576,0.213897564,0.796029371,-5.188945392
H3-3B,0.129163612,10.93022863,1.262505938,0.214537009,0.796029371,-5.669006623
PDCD4,0.183676712,9.549011976,1.261854828,0.21476869,0.796029371,-5.391429147
PRRC2A,-0.248804368,8.421677898,-1.260154511,0.215374588,0.796029371,-5.138854128
PRKCH,-0.209293655,8.984272126,-1.257072358,0.21647616,0.797834231,-5.248082615
H1-3,-0.161898565,10.46780643,-1.253563497,0.217735367,0.800208227,-5.60577573
TAF2,0.327229113,8.263101772,1.251337015,0.218537209,0.8003609,-5.111842765
RPS23,-0.194095315,9.780332756,-1.250034583,0.219007287,0.8003609,-5.465086304
STT3B,0.214893783,8.741594545,1.245099068,0.220795485,0.804635645,-5.216158589
SPDYE16,0.204031406,10.06060757,1.234592,0.22463855,0.815846395,-5.524834974
H4C15,-0.167779798,11.83101691,-1.232240822,0.225505285,0.815846395,-5.824067665
WDR1,-0.205628451,8.853019041,-1.228246813,0.226983322,0.815846395,-5.256385645
GALR3,0.222671751,8.683782374,1.227501282,0.22726001,0.815846395,-5.233470764
SNRPD2,-0.223202137,8.800409581,-1.225622085,0.227958544,0.815846395,-5.270374559
SNRPD3,-0.225095368,8.578018755,-1.225446213,0.228024,0.815846395,-5.20196628
H4C3,-0.235288115,9.333565224,-1.223553218,0.22872942,0.815846395,-5.366570934
RPS18,-0.127492833,10.92283429,-1.222108017,0.229269058,0.815846395,-5.714232975
IKZF3,-0.236329812,8.773419429,-1.216786927,0.231264074,0.815846395,-5.260006508
CNPY2,0.235495295,8.459896898,1.216676204,0.231305723,0.815846395,-5.181740432
SF1,-0.239049608,8.495198212,-1.215474054,0.231758272,0.815846395,-5.219228498
IL10RA,-0.279397259,8.610129695,-1.215373766,0.231796055,0.815846395,-5.236982127
RNPS1,-0.251289696,8.621078552,-1.213581877,0.232471906,0.815846395,-5.21017157
CTSD,0.179138262,10.23208625,1.213107563,0.232651047,0.815846395,-5.568342254
NDUFV2,-0.235074855,8.750522073,-1.209778427,0.233911281,0.816050901,-5.256863313
ARHGAP25,0.248655067,8.444225185,1.209639808,0.233963863,0.816050901,-5.207131413
TBC1D13,-0.266178652,8.586150686,-1.200202992,0.237564068,0.823240337,-5.251852036
TRAPPC10,-0.306988906,8.412030651,-1.199057954,0.238003663,0.823240337,-5.198648872
G3BP1,0.244979028,8.625005319,1.19817937,0.238341367,0.823240337,-5.24048388
RASSF1,0.240190732,8.497504433,1.197620946,0.238556193,0.823240337,-5.208052646
PIP4K2A,-0.192363384,9.082219239,-1.195178427,0.239497502,0.824302249,-5.35335299
BST2,-0.253418686,8.393408087,-1.189488129,0.241701016,0.829691351,-5.214364712
HNRNPD,-0.218511303,9.100312166,-1.186053091,0.243038366,0.832086617,-5.381149201
RPS9,0.157951108,10.2650395,1.184019851,0.243832505,0.832144691,-5.623648432
TNIP1,0.201829883,8.669421677,1.182736912,0.244334567,0.832144691,-5.275906955
PRKCSH,-0.214100036,8.504228797,-1.179999295,0.245408423,0.833328961,-5.246713336
PGRMC2,0.222421997,8.997476287,1.177961264,0.246210093,0.833328961,-5.336536246
CALM3,-0.23555387,9.349447821,-1.176961934,0.246603881,0.833328961,-5.429268644
ATP2A3,0.175818579,8.907171178,1.172255926,0.248464467,0.834415161,-5.337751832
TXN2,-0.231192202,8.650483777,-1.17017918,0.249288778,0.834415161,-5.288305397
CLEC10A,0.230241862,8.830278644,1.169111699,0.249713261,0.834415161,-5.338309419
TGOLN2,-0.228600432,8.905860353,-1.168373362,0.250007166,0.834415161,-5.335129337
ARGLU1,-0.257212475,8.643732952,-1.166975523,0.250564285,0.834415161,-5.284202402
PNISR,-0.242636595,8.516424035,-1.165961142,0.250969137,0.834415161,-5.277950527
NBPF15,0.180820753,9.57250905,1.164845712,0.251414868,0.834415161,-5.509346916
DAZAP2,0.139636939,9.603750158,1.160080167,0.25332567,0.836678459,-5.510853792
TLK2,-0.185487206,8.913061128,-1.159937532,0.253383023,0.836678459,-5.352229824
HSPA8,-0.189644708,9.654812712,-1.156565165,0.254741779,0.83754877,-5.544907456
ARL6IP1,-0.181510955,8.899349298,-1.153859258,0.255835818,0.83754877,-5.348473863
SP140L,0.243110089,8.657267878,1.148524012,0.25800288,0.83754877,-5.318255958
NDUFB10,0.176511946,9.129620509,1.14820237,0.258133946,0.83754877,-5.398296832
CALR,-0.165163216,10.02461062,-1.146570415,0.258799692,0.83754877,-5.648045856
SRRM2,-0.141851842,9.895802242,-1.144151117,0.259788905,0.83754877,-5.606089349
BTG2,0.256168713,8.389251347,1.14332734,0.260126355,0.83754877,-5.254348341
TNIK,0.309141578,8.783871569,1.142896697,0.260302889,0.83754877,-5.306528065
ARMC7,0.227411903,8.564861869,1.140509535,0.261283021,0.83754877,-5.297928844
ANXA11,0.226159678,8.959849922,1.139973807,0.261503347,0.83754877,-5.361244617
EZR,-0.186992437,8.80954802,-1.139705124,0.261613897,0.83754877,-5.354533342
DNM2,0.254531859,8.606768062,1.138955273,0.261922602,0.83754877,-5.289395445
DDRGK1,0.220293548,8.630326307,1.137918117,0.262350019,0.83754877,-5.307650994
MRPL41,-0.250894966,8.491732302,-1.135010437,0.263550959,0.83754877,-5.295369918
RAB5C,-0.161192602,9.387494658,-1.13435587,0.263821854,0.83754877,-5.505974666
EPC1,-0.264253724,8.544149598,-1.134053735,0.263946961,0.83754877,-5.31467428
SNX20,-0.192439414,8.378898382,-1.131834835,0.264867059,0.838423463,-5.267723591
CUL3,0.260359114,8.581795158,1.128303735,0.266336016,0.839404888,-5.291952451
ATXN2L,0.259864415,8.667608232,1.126406191,0.267127809,0.839404888,-5.329477693
SLC25A6,0.181276359,9.428414781,1.126343723,0.267153904,0.839404888,-5.503133025
SPARC,-0.187248739,12.61616876,-1.124899042,0.267757901,0.839404888,-6.050006695
ZNF776,0.231177227,8.94484727,1.120441086,0.269627848,0.840319412,-5.4147016
PHC3,0.213133103,8.301013396,1.120069634,0.269784078,0.840319412,-5.239475089
SNRNP70,-0.200411151,9.111375459,-1.119586616,0.269987328,0.840319412,-5.429784209
FOXP1,-0.236633672,8.656422117,-1.116399744,0.27133108,0.84248624,-5.336714447
CD82,0.224538317,9.026260305,1.111772274,0.273290735,0.843548397,-5.405292817
ROGDI,0.216181567,8.481657236,1.11077832,0.273712968,0.843548397,-5.307976854
ARPC2,-0.133988547,10.25216925,-1.109926244,0.2740753,0.843548397,-5.723719658
LBH,-0.22813033,8.450428703,-1.10947647,0.274266696,0.843548397,-5.305660986
STX1B,-0.207399855,9.104281846,-1.105293237,0.27605138,0.847035012,-5.472342407
RPL35,-0.181885195,9.96230248,-1.100544953,0.278087095,0.850808112,-5.688083817
MCM5,-0.249376533,8.539892334,-1.099378111,0.278588974,0.850808112,-5.334596424
NSD2,0.187624469,8.906049838,1.095493847,0.280264282,0.853163439,-5.405555367
LCE1D,0.196363544,8.852573828,1.094551592,0.280671754,0.853163439,-5.409587058
BAK1,-0.233618949,8.529831087,-1.090104732,0.282600414,0.856460443,-5.356631631
HLA-DPB1,-0.280091407,8.471154431,-1.0887252,0.28320063,0.856460443,-5.308914563
ACTR2,0.172555468,9.230758556,1.083460339,0.285499554,0.856460443,-5.502198887
H2AC17,-0.225725295,9.356589837,-1.083310905,0.285564996,0.856460443,-5.555917581
RPL27,-0.141377764,10.53347891,-1.080986893,0.286584114,0.856460443,-5.794685929
SP7,0.217688711,8.628096861,1.080309385,0.286881693,0.856460443,-5.379778235
TRA2B,-0.220218574,8.909380185,-1.079952852,0.287038378,0.856460443,-5.472161377
RNF4,0.201657064,8.372080812,1.078570104,0.287646624,0.856460443,-5.316173849
KRTAP10-3,0.143749417,9.537781974,1.07688421,0.28838944,0.856460443,-5.607919997
ELOVL5,0.207355939,8.844820027,1.07393554,0.289691875,0.856460443,-5.426432999
APBA3,0.201213421,8.482581089,1.073895103,0.289709765,0.856460443,-5.36182293
ITGB2,-0.125576593,10.29134776,-1.073300958,0.28997271,0.856460443,-5.75240662
IL7R,-0.240031674,8.559677456,-1.072529408,0.290314416,0.856460443,-5.392960972
POLR2E,0.192245216,8.966284039,1.070247137,0.291326845,0.856772415,-5.445979395
TMC8,-0.163139149,9.040408258,-1.069323532,0.291737263,0.856772415,-5.467674544
ANKMY1,0.196471351,8.486023932,1.062526736,0.294769953,0.863682489,-5.353342813
NUMA1,-0.252549036,8.435816512,-1.05437858,0.298434488,0.863682489,-5.345942793
SKP1,0.167584251,9.347998324,1.054012367,0.298599929,0.863682489,-5.560065182
ATRX,0.260657708,9.438937351,1.053825993,0.298684149,0.863682489,-5.57724204
HMGB2,-0.137462748,9.971122272,-1.052842449,0.299128876,0.863682489,-5.713917486
H2AC12,-0.260822088,8.95825279,-1.051260777,0.29984502,0.863682489,-5.502873516
SEM1,0.248396825,8.276214773,1.04584749,0.302305028,0.863682489,-5.32874827
EIF4G3,0.180921853,8.850466146,1.045379442,0.302518382,0.863682489,-5.458921553
TNFAIP3,-0.215740581,8.769654537,-1.043988906,0.303152853,0.863682489,-5.458251156
FMNL1,-0.131365602,9.691228616,-1.043139597,0.303540827,0.863682489,-5.673493072
UBA52,-0.155107483,9.734837447,-1.042876287,0.30366118,0.863682489,-5.657594454
NPIPA1,-0.202187973,8.677348401,-1.042284518,0.303931783,0.863682489,-5.416559044
ARPC4,-0.133170031,10.07742012,-1.040841402,0.304592389,0.863682489,-5.763586158
HOXB3,-0.175073668,8.945403868,-1.039791792,0.305073484,0.863682489,-5.49704288
BCL7C,0.192420833,8.734423884,1.039614981,0.305154578,0.863682489,-5.430807187
H4C9,-0.132067055,9.916575593,-1.038754101,0.305549631,0.863682489,-5.723930486
HSPA9,-0.179915692,8.945195313,-1.03815963,0.305822637,0.863682489,-5.488385993
LAD1,-0.177740971,8.66836849,-1.037687272,0.306039683,0.863682489,-5.462617745
ZNF28,0.220254007,8.385476487,1.034565282,0.307476893,0.865425743,-5.373890015
PRDX1,0.173790829,9.385781517,1.030753995,0.309237713,0.865425743,-5.604367425
UBALD1,0.279490227,8.648197253,1.029187386,0.309963494,0.865425743,-5.419557098
DNAJB6,0.162221187,9.047072899,1.025705067,0.311580979,0.865425743,-5.518893092
RAB21,0.190969707,9.147543188,1.025504966,0.311674099,0.865425743,-5.546580858
ZIC3,0.172300349,8.757259394,1.022132642,0.313246323,0.865425743,-5.462543586
FYB1,-0.181478663,9.241415621,-1.020293311,0.31410613,0.865425743,-5.569881322
ARHGDIA,-0.138906492,10.09740805,-1.019242738,0.314597952,0.865425743,-5.77764973
FLOT2,0.182788394,8.982813507,1.018939392,0.314740059,0.865425743,-5.511256616
H2BC14,-0.179385263,8.996069048,-1.017757453,0.315294179,0.865425743,-5.520228256
STAT1,0.168006017,9.394168546,1.017298589,0.315509484,0.865425743,-5.604366412
FERMT3,0.172694662,8.658824578,1.016847001,0.315721474,0.865425743,-5.436946814
ARL6IP5,-0.177471497,9.490371215,-1.016448961,0.315908406,0.865425743,-5.645160761
NUCKS1,0.184365653,9.10639785,1.016317422,0.315970198,0.865425743,-5.53988211
USP15,0.197868003,8.299268848,1.009473601,0.31919654,0.868333458,-5.36388631
YWHAH,-0.234522133,8.209977649,-1.009097611,0.319374438,0.868333458,-5.38910952
LDLRAD4,0.179737514,8.511885851,1.00885621,0.319488692,0.868333458,-5.441676273
PTMS,-0.163564835,9.984984225,-1.004648549,0.321484621,0.868333458,-5.780831425
BTBD6,0.233697663,8.365767929,1.004324652,0.321638614,0.868333458,-5.402007569
CFL1,0.077367832,12.1359497,1.003512327,0.322025045,0.868333458,-6.105565885
ELOA3P,0.18918353,9.307399826,1.003114262,0.322214523,0.868333458,-5.59472715
PPP1CB,-0.161580949,9.470757212,-1.002785018,0.322371299,0.868333458,-5.642989965
NBEAL2,0.228689456,8.765412761,1.000288146,0.323561924,0.869739799,-5.492029753
GLS,-0.235036346,8.700341222,-0.996844806,0.325208752,0.870864472,-5.464014378
SEPTIN9,0.130909825,9.804490696,0.996614528,0.325319088,0.870864472,-5.713683064
RPL35A,0.154882553,10.16457686,0.994109793,0.326520848,0.872286701,-5.81968888
GPS2,0.204043769,8.552148947,0.991696668,0.327681489,0.872465436,-5.420314669
PTK2B,0.180593917,8.687029279,0.991182856,0.327928977,0.872465436,-5.472714127
CAPZA1,-0.259152321,8.484062908,-0.988415739,0.32926398,0.872977982,-5.454957096
UQCRB,-0.19037795,8.741857652,-0.987435356,0.329737847,0.872977982,-5.478215411
POLD4,0.19188897,8.64182306,0.985488106,0.330680408,0.872977982,-5.455876732
TMEM30A,0.212358946,9.54983974,0.983848147,0.331475632,0.872977982,-5.681941308
STK17B,-0.230394932,9.072987373,-0.983846048,0.331476651,0.872977982,-5.576310599
SUN2,-0.14779468,10.10067507,-0.98141571,0.3326575,0.874317994,-5.806379326
HLA-B,-0.090028801,13.28703043,-0.978132083,0.334257426,0.875824932,-6.253067048
COX5B,0.19128933,8.350804792,0.97747697,0.334577242,0.875824932,-5.402906816
RPN2,-0.247505191,8.658127374,-0.972850398,0.336841702,0.879332159,-5.480199819
MYO1F,0.198214494,8.933716712,0.971980059,0.33726883,0.879332159,-5.528456046
IER2,-0.248164174,8.485206554,-0.969722813,0.338378283,0.880209003,-5.437871952
CD5,0.160959621,9.457934833,0.964345877,0.341030896,0.880209003,-5.691200972
LGALS3BP,0.180608024,8.300152863,0.962262772,0.34206227,0.880209003,-5.396515154
RPS5,-0.198020347,9.509229975,-0.961879942,0.34225204,0.880209003,-5.695480968
KTN1,-0.234527093,8.295815346,-0.961621923,0.34237998,0.880209003,-5.413702042
RNF166,-0.184382176,8.514818549,-0.96102976,0.342673729,0.880209003,-5.458122707
HNRNPA1,-0.135689252,10.88659468,-0.95941815,0.343474031,0.880209003,-5.999129704
AGAP2,0.154550943,8.653924333,0.959416915,0.343474645,0.880209003,-5.507387941
PRAMEF6,0.166181441,9.28397062,0.958975193,0.343694215,0.880209003,-5.62917491
NBPF14,0.224946199,8.950890717,0.952891825,0.346727599,0.881616624,-5.580816708
UBE2N,0.209623975,8.527397161,0.952002678,0.34717244,0.881616624,-5.477499647
SSU72,-0.194980041,8.243683437,-0.951545904,0.347401112,0.881616624,-5.408415125
CELF2,-0.271013485,8.517506246,-0.950742293,0.347803659,0.881616624,-5.48024648
RPS25,-0.13001846,9.863224329,-0.949375799,0.348488877,0.881616624,-5.769974757
RNF44,-0.17648707,8.595700809,-0.94851494,0.348921005,0.881616624,-5.499697255
RPS4X,-0.102595835,10.39212257,-0.948382806,0.348987364,0.881616624,-5.903899041
POU5F1,0.181484192,8.888045059,0.942227142,0.352088046,0.88379282,-5.575572343
HLA-A,-0.130955852,11.85144992,-0.941318121,0.352547464,0.88379282,-6.12862934
TAF10,-0.217985589,8.39487926,-0.941294297,0.35255951,0.88379282,-5.463739881
KRTCAP2,-0.187864398,8.356986937,-0.941281297,0.352566083,0.88379282,-5.442233801
ARPC3,-0.159154978,9.270236927,-0.934642439,0.355933426,0.890518053,-5.670086346
ITGB1,-0.170035527,9.970258091,-0.927646646,0.359504568,0.890689827,-5.852194531
HIGD2A,0.172647195,8.642022417,0.927553759,0.359552141,0.890689827,-5.509064933
UFD1,0.188824494,8.667385199,0.926128175,0.360282784,0.890689827,-5.514561917
SEC63,-0.207051465,8.643421273,-0.924528189,0.361103966,0.890689827,-5.517386608
MYO9B,-0.182154906,8.421140392,-0.92363156,0.361564689,0.890689827,-5.495731736
SPDYE2,-0.194625313,8.977262722,-0.923203476,0.36178479,0.890689827,-5.602994089
RPL22,-0.140949505,9.538772721,-0.922261224,0.36226956,0.890689827,-5.74003499
CLIC1,0.122365548,10.23553204,0.921846889,0.362482861,0.890689827,-5.89267376
ATP5F1B,-0.187594638,9.086162804,-0.92117638,0.362828215,0.890689827,-5.63229163
PRKAR1A,-0.205361251,8.676756383,-0.920094308,0.363386002,0.890689827,-5.545660697
LTB,0.197929718,9.567344731,0.919809521,0.363532896,0.890689827,-5.788557002
NPIPB6,-0.130027527,9.828331598,-0.916460169,0.365263409,0.892262799,-5.809470681
MBD2,-0.207142217,8.288593578,-0.91424109,0.366412885,0.892262799,-5.472034456
EIF3A,-0.12053153,9.258626711,-0.913492464,0.366801201,0.892262799,-5.676141708
BAGE5,-0.145885653,9.23930692,-0.912049484,0.367550432,0.892262799,-5.664544114
NFIC,0.214205861,8.690398649,0.911402706,0.367886577,0.892262799,-5.548231209
HCLS1,-0.141323166,8.973595461,-0.910627229,0.368289872,0.892262799,-5.615909238
STAT3,0.223364125,8.470514002,0.907315435,0.370015426,0.893164406,-5.490209059
PAIP2,-0.19019832,8.830138122,-0.904020692,0.371737273,0.893164406,-5.580795864
LRRFIP1,0.16740866,8.5560373,0.903359386,0.372083496,0.893164406,-5.539637151
SH3KBP1,0.166084664,8.871443164,0.902582122,0.372490694,0.893164406,-5.607861457
KCMF1,0.161705276,8.522153677,0.902384196,0.372594431,0.893164406,-5.508755989
GBP5,-0.176337111,9.177319729,-0.899697073,0.374004644,0.893164406,-5.65661381
RTN4,0.212661445,8.536145407,0.898420234,0.374675936,0.893164406,-5.49171839
MCL1,-0.135565968,9.607047486,-0.898326662,0.374725162,0.893164406,-5.769128875
GOLPH3,0.230856072,8.409957076,0.898107047,0.374840711,0.893164406,-5.485596363
MANF,0.221076634,8.686844473,0.896796714,0.375530613,0.893172446,-5.539942479
RPS26,-0.096078314,11.4154188,-0.8940254,0.37699242,0.893336002,-6.12803706
NPM1,-0.1114255,10.31260551,-0.893746913,0.377139517,0.893336002,-5.940029658
GTF2A1,0.187686212,8.425673582,0.890669021,0.378767716,0.893336002,-5.493476875
SUMO1,0.227922591,8.415320529,0.889881534,0.379185017,0.893336002,-5.490144103
CSTB,-0.158701368,8.893241791,-0.889258342,0.379515465,0.893336002,-5.586856636
NCL,0.20610325,8.76024534,0.888874101,0.3797193,0.893336002,-5.57319849
EHD1,0.181145751,8.444214965,0.885839762,0.38133144,0.89353714,-5.506380806
RESF1,-0.191443142,8.974939599,-0.885451365,0.38153811,0.89353714,-5.640151129
RHPN2,0.138809461,9.099609874,0.882993796,0.382847464,0.89353714,-5.641418501
FBXO34,-0.16181692,8.399246651,-0.880806182,0.384015397,0.89353714,-5.507638752
SUB1,-0.163370831,8.798759084,-0.880175505,0.384352527,0.89353714,-5.605971837
PIK3CD,0.15586039,8.796705468,0.878924413,0.385021857,0.89353714,-5.582895591
PFN1,0.07546786,12.56227768,0.876672979,0.386228233,0.89353714,-6.275936253
TGFB1,-0.126033775,9.62067357,-0.876574305,0.38628116,0.89353714,-5.779585284
YWHAE,0.146496467,9.10763116,0.875066894,0.38709028,0.89353714,-5.678490875
CLTC,-0.131867858,10.43554818,-0.874647448,0.387315614,0.89353714,-5.986137456
ITM2B,-0.1149264,9.803638231,-0.874565435,0.387359683,0.89353714,-5.830644003
WASL,0.1826952,8.648571639,0.872547957,0.388444746,0.894454186,-5.549871867
IRF2BP2,0.255533728,8.809749242,0.862016581,0.394140067,0.905942693,-5.601755112
RPL7A,0.106415376,11.1846643,0.860753449,0.394826677,0.905942693,-6.132425362
PTMA,-0.096178283,11.2150723,-0.858817904,0.395880256,0.906760938,-6.132009844
RPL12,-0.154555897,10.12129445,-0.854883339,0.398027403,0.909237538,-5.954460668
RPS7,-0.090208808,10.9365989,-0.852644069,0.399252657,0.909237538,-6.099758992
PARK7,-0.165603518,8.583644927,-0.850667039,0.400336382,0.909237538,-5.589384829
MORF4L1,0.180368196,8.818272047,0.847788497,0.401917564,0.909237538,-5.639402338
SPAG11A,-0.164231506,8.36161461,-0.845104465,0.403395408,0.909237538,-5.531049565
PBX1,0.187610446,8.432305036,0.844945536,0.403483021,0.909237538,-5.556409023
NOMO3,-0.184828901,8.62905793,-0.844601194,0.403672888,0.909237538,-5.591272418
YWHAB,0.146049267,9.472332735,0.843935617,0.404040039,0.909237538,-5.768115906
ITGA4,0.098517793,9.887243591,0.842500196,0.404832565,0.909237538,-5.874188198
ACADVL,-0.168170239,8.403827509,-0.842373983,0.404902296,0.909237538,-5.527086491
BLCAP,0.165694968,8.630778035,0.840492104,0.405942896,0.909237538,-5.563869431
R3HDM4,0.128607315,8.843422544,0.840325946,0.406034854,0.909237538,-5.621430029
H3C10,-0.11993814,10.67288815,-0.838750656,0.406907322,0.909237538,-6.068031656
LBR,-0.215599702,8.333885501,-0.837194696,0.407770226,0.909237538,-5.537031922
SLC39A7,0.195013116,8.602633781,0.836831806,0.40797164,0.909237538,-5.608344274
ITM2C,0.172717493,8.730500831,0.830014304,0.411767,0.909237538,-5.61532599
PNPLA2,0.143794707,8.875430358,0.828916369,0.412380261,0.909237538,-5.638441305
TMEM59,0.146310654,9.515965251,0.825851588,0.414095099,0.909237538,-5.807828522
IL27RA,0.217780027,8.177838882,0.821308589,0.416645104,0.909237538,-5.510275452
GPI,0.202982657,8.435858957,0.819809841,0.417488468,0.909237538,-5.564282905
SNX17,-0.175236364,8.525998377,-0.819204431,0.417829436,0.909237538,-5.571964296
BIRC5,-0.146472629,8.528528889,-0.818278823,0.41835107,0.909237538,-5.612196236
CD27,-0.153710718,8.934542298,-0.817530908,0.418772855,0.909237538,-5.674595944
NFIX,0.153075201,9.670639927,0.81664776,0.41927124,0.909237538,-5.857942963
MPRIP,0.133842833,8.982218243,0.815682682,0.419816273,0.909237538,-5.674351408
EWSR1,-0.124756402,9.399834745,-0.815181291,0.420099608,0.909237538,-5.817330916
CDC37,0.146769811,8.96562064,0.814864385,0.420278751,0.909237538,-5.688304071
ELOVL1,0.177762853,8.604210938,0.813173989,0.4212351,0.909237538,-5.588023749
SSTR4,0.18235179,8.499500342,0.81196897,0.421917655,0.909237538,-5.573798356
TMX3,0.224204051,8.237494328,0.808868093,0.423677172,0.909237538,-5.527050095
CDK11A,0.109233058,9.238905948,0.808723693,0.423759217,0.909237538,-5.752668573
KRTAP12-3,-0.158651812,8.341219784,-0.803781393,0.426573151,0.909237538,-5.570535106
KLC1,0.14766011,8.616945276,0.80157958,0.42783041,0.909237538,-5.586392836
PABPN1,-0.160587077,8.781305322,-0.801545976,0.427849615,0.909237538,-5.646416004
MLLT10,-0.227576887,8.483267294,-0.798982592,0.429316199,0.909237538,-5.558253558
ARF6,-0.159111064,9.07184707,-0.798680119,0.429489452,0.909237538,-5.767046234
CERS2,-0.122009173,8.780181399,-0.796811871,0.430560503,0.909237538,-5.648910928
NUTM2G,0.127423564,9.049933504,0.796681288,0.430635425,0.909237538,-5.73900701
TAGLN2,0.107845545,10.2541623,0.796662479,0.430646218,0.909237538,-6.009955295
H2BC17,-0.125242569,9.399098552,-0.79452545,0.43187348,0.909237538,-5.814564807
SMAD4,0.17421752,8.621057732,0.794187224,0.432067911,0.909237538,-5.631861799
CBFB,-0.152917195,8.958904705,-0.79359839,0.432406531,0.909237538,-5.722005345
DUX4,0.079589562,12.59280924,0.790844786,0.433992163,0.909237538,-6.34008586
ZCCHC10,-0.164383666,9.13541149,-0.790032325,0.434460677,0.909237538,-5.774316483
RAD23A,-0.189235324,8.687695191,-0.789225427,0.434926283,0.909237538,-5.637923168
NOP10,-0.193267617,8.351702814,-0.789164499,0.434961453,0.909237538,-5.56545009
FAHD2B,0.189659459,8.438230672,0.788553688,0.435314127,0.909237538,-5.590777461
H3-3A,0.083975295,10.78173451,0.786916418,0.436260311,0.909237538,-6.114875901
EIF3K,-0.11488732,9.440616155,-0.78685514,0.436295748,0.909237538,-5.828139734
TRIP12,0.126047683,9.562547751,0.786067302,0.436751504,0.909237538,-5.850508245
SNRPA1,-0.158018717,8.866635767,-0.784910715,0.437421093,0.909237538,-5.673240509
FKBP1A,-0.148854317,8.811591936,-0.78445703,0.437683915,0.909237538,-5.663406141
APOBEC3A_B,0.202777258,9.193741105,0.783656638,0.438147817,0.909237538,-5.772210516
LAPTM5,-0.102684377,10.13972463,-0.783596383,0.438182753,0.909237538,-5.985785775
ARF1,-0.114427995,9.11669944,-0.782709603,0.438697092,0.909237538,-5.745668261
AURKAIP1,0.150169158,8.572718728,0.78189525,0.439169741,0.909237538,-5.629405518
RPL41,-0.079585781,11.76556239,-0.781154562,0.4395999,0.909237538,-6.258868442
PIK3CG,-0.188907188,8.219227614,-0.779746089,0.440418571,0.909237538,-5.570957604
NOP53,-0.193663742,8.833002141,-0.778191279,0.441323356,0.909237538,-5.692060358
MAX,-0.143103998,9.200988791,-0.777915836,0.441483758,0.909237538,-5.779498639
NEDD8,0.153101695,9.005321936,0.776450308,0.442337786,0.909237538,-5.709392222
DIO3,0.198639369,8.658316911,0.776249842,0.442454682,0.909237538,-5.629089023
MZT2B,0.306558752,9.035196368,0.774898512,0.443243156,0.909237538,-5.721690022
STK4,0.165091446,8.530095021,0.774722117,0.44334614,0.909237538,-5.585328497
EPN1,0.154234679,8.361828473,0.773641347,0.443977436,0.909237538,-5.575455632
MINK1,-0.180330505,8.44169758,-0.773302041,0.44417574,0.909237538,-5.579934807
STIP1,-0.159102733,8.502291971,-0.772470537,0.444661926,0.909237538,-5.644784923
MTA2,0.143618565,8.516441189,0.7716194,0.44515992,0.909237538,-5.612762825
UBE2K,0.176320088,8.640491151,0.771556625,0.445196662,0.909237538,-5.640207732
